Date,Account Name,Lot Size,Profit/Loss
2025-06-23 06:00,Russia,0.01,0.0
2025-06-24 06:00,Standard,0.01,0.0
2025-06-24 08:00,Standard,0.01,313.64000000000004
2025-06-25 06:00,Standard,0.01,-799.47
